269.2483,0.74,174.72,3474.0,4666.0,4072.0,3892.0,7304.0,7350.0,6936.0,7533.0
283.2647,0.74,179.1,17490.0,16874.0,17766.0,16784.0,20967.0,21415.0,19893.0,19868.0
297.2803,0.74,181.86,2663.0,2823.0,2983.0,3032.0,7388.0,7160.0,7192.0,7495.0
311.297,0.74,186.16,15274.0,17493.0,16178.0,15599.0,28578.0,27773.0,27524.0,27879.0
241.2172,0.77,169.13,6220.0,7221.0,6686.0,6202.0,12494.0,12343.0,10975.0,11291.0
965.6209,1.08,314.98,4663.0,5020.0,4264.0,5444.0,2211.0,2157.0,2709.0,2207.0
763.5501,1.98,275.82,65407.0,71347.0,61353.0,76296.0,80500.0,67461.0,79433.0,77595.0
749.5336,2.01,272.31,33447.0,36855.0,31053.0,40457.0,41650.0,37435.0,40833.0,40687.0
735.5196,2.07,268.77,137963.0,145483.0,135756.0,157342.0,137044.0,122628.0,139890.0,135755.0
707.4872,2.1,261.61,72460.0,78372.0,73988.0,81450.0,68595.0,62022.0,70249.0,68230.0
693.4717,2.14,256.75,48715.0,52367.0,43456.0,54958.0,46339.0,42079.0,47922.0,45196.0
863.6105,7.49,296.33,2803.0,2565.0,2524.0,3714.0,7401.0,6211.0,8956.0,7716.0
891.641,7.49,301.89,732.0,719.0,569.0,1020.0,3815.0,3116.0,4552.0,3961.0
849.5955,7.53,291.79,2339.0,2167.0,1885.0,3194.0,5700.0,4903.0,6809.0,5953.0
